IdMin,IdMax,Index,TableOffset,Text 
600000,600050,600003,18932,"  Article 3 (Principle of Self-Responsibility) 1. Players shall use the Services based on the principle of self-responsibility, and if they cause damage to others or the Company by the use of the Services, they shall compensate for the damage at their own responsibility and cost. 2. If Players exchange information or services through the Services with a third party other than the Company, they shall bear any responsibility for any incidental acts or contents pertaining to the exchange. If Players cause damage to others or the Company through such exchange, they shall be liable to compensate for the damage at their own responsibility and cost. 3. If a problem occurs between a Player and a third party other than the Company through the Services, they shall resolve it at their own responsibility and cost. The Company shall bear no obligation or liability for any arbitration, settlement, compensation, damages, and the like relating to the problem."
600000,600050,600004,20850,"  Article 4 (Burden of Costs) 1. The Services shall be available free of charge. However, Players shall prepare hardware, lines, and any other things necessary to use the Services at their own responsibility and cost. 2. In addition to the costs referred to in the preceding paragraph, Players shall agree to bear communication costs, such as telephone charges, Internet connection cost, electricity expense, and other costs necessary to use the Services. 3. The Company shall be entitled to determine the charges to use the Software and additional contents and services associated with the Services, depending on the contents and timing."
600000,600050,600005,22130,"  Article 5 (Management of Personal Information) 1. Players shall not post or disclose information through the use of the Services which could lead to the identification of an individual for the purpose of protecting personal information. 2. The Company shall not be responsible for protecting any information posted or disclosed through the Services."
600000,600050,600006,22836,"  Article 6 (Ownership of Rights) 1. All rights including intellectual property rights of the Software and the Services (all rights, including, but not limited to, patents, utility model rights, trademark rights, design rights, know-how, trade secrets, and copyrights) shall belong to the Company or a specific third party. 2. Players may not alter, adapt, copy, edit, reprint, distribute, transmit, or publish any information included in the Software and the Services (all types of information, including, but not limited to, images, videos, characters, scenarios, plots, programs, software, and ideas) without prior approval of the Company. 3. In the use of the Services, Players do not own any intellectual property rights or claims in the data recorded in servers or other devices for the Services ("Record Data") and shall grant the rights to copy, edit, or distribute such data to the Company or a third party specified by the Company."
600000,600050,600007,24722,"  Article 7 (Entrustment of the Management of the Services) The Company may transfer all or part of the rights and obligations (including related personal information) associated with the management of the Services to others or entrust all or part of the management of the Services to others."
600000,600050,600008,25310,"  Article 8 (Suspension of the Services) 1. When falling under any of the following items, the Company may temporarily suspend all or part of the Services without prior notice to Players: (i) when a defect occurs in a system (including a communication line and power source, and the building accommodating the system) used by the Services; (ii) when a regular or urgent maintenance, inspection, repair or change is made to the system used by the Services; (iii) when the service of STEAM® is stopped or suspended; or (iv) other than the above, when the Company considers a temporary suspension of the Services necessary from an operational or technical point of view. 2. Even if a delay or suspension occurs in the provision of the Services due to any of the events listed in the items in the preceding paragraph results in damage to Players or other third parties, the Company shall not be held liable for the damage."
600000,600050,600009,27150,"  Article 9 (Termination of the Provision of the Services) 1. The Company may terminate the provision of all or part of the Services at any time by giving a prior notice of termination to Players. The notice shall be given to Players through the Website, emails, or any other methods that the Company regards as reasonable. The notice of termination of the Services is deemed to have received by all Players 30 days after being posted on the Website. 2. The Company shall not be held liable for any damage incurred by Players or other third parties associated with the termination of the provision of the Services."
600000,600050,600010,28382,"  Article 10 (Prohibitions) 1. Players may not assign or transfer to others, buy or sell, change the name of, or offer as collateral any rights held by Players. 2. Players shall not conduct the following acts in the Services: (i) Making other Players feel uncomfortable; (ii) Using remodeled data; (iii) Playing games in a way unintended by the Company by using functions or defects of the Software or the Services; and (vi) Other acts which the Company or a third party providing a system used by the Services considers inappropriate. 3. If a Player conducts any act prohibited in this Article, the Company or a third party providing a system used by the Services may issue a warning to the Player, delete Record Data, or temporarily suspend or permanently stop the provision of the Services at their discretion."
600000,600050,600011,30012,"  Article 11 (Compensation for Damages) 1. The Company shall not be held liable for any damage suffered by players or third parties as a result of the use of the Services nor assume any obligation to compensate the damages. 2. The Company shall not be liable to compensate any damage caused by the deletion of Record Data of Players, suspension or deletion of the registration of Players, or stoppage, suspension, or termination of the Services, regardless of the reason. 3. Should the Company be held liable for the damage for any reason, the Company's liability shall be limited to the amount of direct damage suffered by the Players. The Company shall also not be held liable for any incidental damage, indirect damage, special damage, and damage concerning lost profit. 4. In the event a Player causes any damage to other Players or third parties as a result of the use of the Services, the Player shall remedy the damage at his/her own responsibility and cost, without causing any damage to the Company. 5. In the even 600000,600050,600012,32398,  Article 12 (Disclaimer) 1. In the event Players receive any inquiries or complaints from others or Players have any requests, questions, or complaints about acts of others regarding the use of the Services, they shall resolve such inquiries, complaints, requests, and questions at their own responsibility and cost, and the Company shall bear no obligation or liability with respect to such inquiries, complaints, requests, and questions. 2. Players shall avoid excessive use of the Services that may ruin their healthy living environment using their own judgment. The Company shall not be held liable for any social, mental, or physical damage incurred as a result of the excessive use of the Services. 3. The Company shall bear no liability with regard to any conflicts of interest or problems between Players arising from their use of the Services. 4. The Services may not be available depending on the Player's environment due to the nature of the Services, and therefore, the Company does not warrant that the Servic 600000,600050,600013,34786,  Article 13 (Governing Law; Dispute Resolution) All matters relating to the construction, validity, interpretation, and enforcement of this Agreement shall be governed by Japanese laws. Any problem, dispute, or trouble arising between a Player and the Company relating to the Services shall be resolved in good faith by negotiation between both parties. If the negotiation fails to reach a resolution, the Tokyo District Court shall be the agreed court of first instance with exclusive jurisdiction."
600000,600050,600014,35790,"  Supplementary Provisions This Agreement shall take effect on the date of launch of the Software. This Agreement is subject to change at any time. The latest information shall be posted on the Website and made accessible to Players as needed. End"
601000,601050,601000,36290,"Terms and Conditions"
601000,601050,601001,36332," BANDAI NAMCO ENTERTAINMENT AMERICA INC. DARK SOULS™ III END USER LICENSE AGREEMENT IMPORTANT - READ CAREFULLY: Last Updated: December 17, 2015 This End User License Agreement (this “EULA”) may be updated from time to time. Your continued use of the Game (as defined below) after a revised version has been communicated to you constitutes acceptance by you of its terms. THE GAME IS LICENSED TO YOU ON THE TERMS SET FORTH IN THIS EULA, WHICH CONSTITUTES A LEGAL AGREEMENT BETWEEN YOU AND BANDAI NAMCO ENTERTAINMENT AMERICA INC. (“BNEA”).  BY ACCESSING, PLAYING, INSTALLING, OR OTHERWISE USING THE GAME IN ANY WAY, YOU AGREE TO BE LEGALLY BOUND BY THE TERMS OF THIS EULA WITH BNEA. YOUR USE OF THE GAME IS ALSO SUBJECT TO THE TERMS AND CONDITIONS SET FORTH IN THE STEAM™ SUBSCRIBER AGREEMENT AND/OR ANY OTHER TERMS SET FORTH BY VALVE CORPORATION IN RELATION TO THE STEAM SERVICE. THIS EULA CONTAINS, AMONG OTHER THINGS, AN ARBITRATION PROVISION CONTAINING A CLASS ACTION WAIVER. IF YOU LIVE OUTSIDE THE UNITED STATES O 601000,601050,601002,39946, 1. PRECONDITIONS OF THE LICENSES.  The licenses granted in this EULA are specifically conditioned upon the following and your full compliance with all other terms and conditions set forth in this EULA: • You have reached the age of majority in your jurisdiction. If you are under the age of majority in your jurisdiction, your legal representative (e.g., a parent or a person who has parental authority) must agree on your behalf to comply, and take full responsibility for your compliance, with this EULA prior to your use of the Game;  • You agree to and comply with all of the terms in this EULA, and any additional terms as may be applicable to the Game, which acceptance is evidenced by your access to and use of the Game; • You access and use the Game only on local machines running validly-licensed copies of operating systems on which the Game is designed to operate and which meet the minimum requirements set by BNEA (collectively, the “Hardware”);  • You do not use any hacks, cracks, bots, or third-party softw 601000,601050,601003,42414, 2. LIMITED USE LICENSE.  Subject to the terms of this EULA, BNEA grants you the non-exclusive, non-transferable, revocable, limited right and license to access and use one copy of the Game solely for your personal use with the Hardware.  Commercial use of the Game is prohibited.  To access and use the Game, you must have legally obtained the Game from BNEA and all Hardware and/or third-party products and services required to operate the Game and/or access any online, multi-player, or downloadable portion of the Game that BNEA does not provide.  You are responsible for paying all fees, taxes, and other costs you may incur to access and use the Game, including, but not limited to, costs for any Hardware, Internet service, or other third-party products and services required to access any multi-player, online, or downloadable portions of the Game.  Neither this EULA nor your access to or use of the Game entitles you to any future releases of the Game or any expansions, sequels, or similar or ancillary products. 601000,601050,601004,44680, 3. VIRTUAL ITEMS. 3.1. BNEA may offer you the ability to earn a limited license to virtual goods and services made available by BNEA in the Game (collectively, “Virtual Items”).  If BNEA offers the ability to earn such licenses, BNEA hereby grants you a non-exclusive, non-transferable, revocable, limited right and license to such Virtual Items, as applicable, for your personal, non-commercial use exclusively in the Game, subject to the terms of this EULA and your compliance therewith. 3.2. You may only use Virtual Items in the Game and are not redeemable for money or monetary value from BNEA or any other person or entity, except as otherwise required by applicable law.  Virtual Items do not have an equivalent value in real currency and do not act as a substitute for real currency.  Neither BNEA nor any other person or entity has any obligation to exchange Virtual Items for anything of value, including, but not limited to, real currency.  You acknowledge and agree that BNEA may engage in actions that may imp 601000,601050,601005,48512, 4. OWNERSHIP.  All intellectual property rights in and to the Game (including, but not limited to, video, audio, and other content incorporated therein or later downloaded) and title to any and all copies thereof are owned by BNEA or its licensors, and you receive no right or interest therein, except for the limited licenses expressly provided herein. 4.1. You may not do any of the following: • Copy the Game except for a single backup copy; • Sell, rent, lease, license, distribute, or otherwise transfer or make the Game available to any other person, in whole or in part, or use the Game or any part thereof in any commercial context, including, but not limited to, on a commercial website or in a service bureau, “cyber café,” computer gaming center, or any other commercial location in which a user may access, view, or use the Game or the Game’s elements who has not purchased or been authorized by BNEA; • Reverse engineer, derive source code, modify, decompile, disassemble, or create derivative works of the Ga 601000,601050,601006,51316, 5. SECURITY MEASURES/PROTECTIONS. Certain security measures may be required in order for you to make full use of the Game, including, without limitation, the requirement to register the Game with a serial code, the requirement to have continuous access to the Internet, and/or the acceptance of security/digital rights management features.  Failure to accept the security measures may partially or completely impair your use of the Game."
601000,601050,601007,52196," 6. USER-GENERATED CONTENT. In exchange for access to and use of the Game and to the extent that you create content through access to and use of the Game (“User-Generated Content”), you hereby grant BNEA an exclusive, perpetual, irrevocable, royalty-free, fully transferable, and sub-licensable worldwide right and license to use User-Generated Content in any way and for any purpose in connection with the Game and related goods and services, including the rights to reproduce, copy, adapt, modify, perform, create derivative works from, display, publish, broadcast, transmit, or otherwise use, distribute, exploit, and communicate to the public by any and all means and media whether now known or hereafter devised without any further notice or compensation of any kind to you for the whole duration of protection granted to intellectual property rights by applicable laws and international conventions.  To the extent permitted by applicable law, you hereby waive any moral rights of paternity, publication, reputation,  601000,601050,601008,54840, 7. ONLINE CONDUCT. 7.1. BNEA does not pre-screen content of postings or online chats in the Game and does not assume any responsibility or liability for User-Generated Content.  BNEA does not assume any liability for any failure to remove, or any delay in removing, User-Generated Content.  Without limiting any of its other rights and remedies under this EULA or applicable law, if BNEA objects to any User-Generated Content for any reason, BNEA, in its sole discretion may (either itself or, if applicable, by request to a third-party service provider): (a) remove the User-Generated Content; (b) give warnings to applicable persons; and/or (c) restrict, suspend, or terminate access to and use of the Game without any notice or liability.   7.2. You agree that you will be personally responsible for your access to and use of the Game, and for all of your communication and activity in connection with the Game, including any User-Generated Content.   7.3. In connection your communication and activity with the Game, y 601000,601050,601009,61334, 8. LIMITATION ON DAMAGES.   8.1. TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL BNEA, ITS SUPPLIERS, ITS LICENSORS, OR THEIR RESPECTIVE DIRECTORS, OFFICERS, EMPLOYEES, CONTRACTORS, OR AGENTS, BE LIABLE FOR ANY SPECIAL, INCIDENTAL, INDIRECT, EXEMPLARY, PUNITIVE, OR CONSEQUENTIAL DAMAGES WHATSOEVER ARISING OUT OF THE POSSESSION OF, ACCESS TO, USE OF, OR INABILITY TO USE THE GAME, OR THE FAILURE TO PROVIDE SUPPORT SERVICES, EVEN IF A PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.  THIS LIMITATION WILL APPLY REGARDLESS OF THE THEORY OF LIABILITY, WHETHER FRAUD, MISREPRESENTATION, BREACH OF CONTRACT, NEGLIGENCE, PERSONAL INJURY, PRODUCTS LIABILITY, INTELLECTUAL PROPERTY INFRINGEMENT, OR ANY OTHER THEORY.  IN ANY CASE AND EXCEPT AS OTHERWISE REQUIRED BY APPLICABLE LAW, BNEA'S, ITS LICENSORS’, AND SUPPLIERS’ ENTIRE LIABILITY FOR ANY AND ALL DAMAGES UNDER THIS EULA SHALL BE LIMITED TO THE AMOUNT ACTUALLY PAID BY YOU FOR THE GAME.    8.2. BNEA AND ITS SUPPLIERS AND LICENSORS MAKE NO 601000,601050,601010,66996, 9. TERMINATION/SUSPENSION. 9.1. This EULA is effective upon your agreement to be bound by its terms and remains in effect until terminated by you or BNEA. You may terminate this EULA at any time by deleting and destroying any and all copies of the Game in your possession, custody, or control.  9.2. Except as otherwise prohibited by applicable law, BNEA may limit, suspend, or terminate the licenses granted hereunder and your access to and use of the Game, including, but not limited to Virtual Items and any related services and products, at any time and for any reason without notice or liability to you. 9.3. Without limiting any other rights of BNEA, if you fail to comply with the terms and conditions of this EULA, BNEA retains the right, in its sole discretion, to immediately limit, suspend, or terminate your access to and/or use of the Game. 9.4. Upon termination of this EULA, your rights to access and use the Game, including any licenses and access to Virtual Items, user data, points, character progress, a 601000,601050,601011,69920, 10. PRIVACY.  BNEA respects your privacy rights.  Any personal information supplied by you to BNEA online or via any BNEA-controlled website will be subject to the privacy policy posted at: http://www.bandainamcoent.com/company/privacy.html.  Notwithstanding what is stated in the applicable privacy policy, if you use any online services, such as online play or the downloading and uploading of content, BNEA may also collect, use, store, transmit and publicly display statistical data regarding game play (including ID, play log, play data (level, item), specifications of local machines, and residence regions), or identify content that is created and shared by you with other players."
601000,601050,601012,71302," 11. U.S. GOVERNMENT RESTRICTED RIGHTS.  The Game has been developed entirely at private expense and is provided as a “Commercial Computer Game” or “restricted computer Game.” Use, duplication, or disclosure by the U.S. Government or a U.S. Government subcontractor is subject to the restrictions set forth in subparagraph (c)(1)(ii) of the Rights in Technical Data and Computer Game clauses in DFARS 252.227-7013 or as set forth in subparagraphs (c)(1) and (2) of the Commercial Computer Game Restricted Rights clauses at FAR 52.227-19,"as applicable.  The Contractor/Manufacturer is BANDAI NAMCO Entertainment Inc., 4-5-15 Higashi Shinagawa, Shinagawa-ku, Tokyo 140-8590.  The Developer is FromSoftware, Inc., G-PLACE Sasazuka 2-26-2 Sasazuka Shibuya-ku, Tokyo 151-0073.""
601000,601050,601013,72850," 12. INJUNCTION.  Because BNEA would be irreparably damaged if the terms of this EULA were not specifically enforced, you agree that BNEA and/or its licensors and suppliers shall be entitled, without bond, other security or proof of damages, to appropriate equitable remedies with respect to breaches of this EULA, in addition to such other remedies as BNEA may otherwise have under applicable law."
601000,601050,601014,73650," 13. INDEMNITY.  You agree to indemnify, defend, and hold harmless BNEA, its licensors, its suppliers, and each of their respective officers, directors, employees, and agents from all damages, losses, and expenses, including reasonable attorneys’ fees, arising, directly or indirectly, from any violation of this EULA by you or from your acts and omissions to act in using the Game.  BNEA reserves the right to assume the exclusive defense and control of any matter subject to indemnification by you."
601000,601050,601015,74654," 14. DISPUTE RESOLUTION/BINDING ARBITRATION/CLASS ACTION WAIVER. 14.1. YOU AND BNEA AGREE TO RESOLVE ALL DISPUTES AND CLAIMS BETWEEN YOU AND BNEA IN INDIVIDUAL BINDING ARBITRATION.  THAT INCLUDES, BUT IS NOT LIMITED TO, ANY CLAIMS ARISING OUT OF OR RELATING TO: (A) ANY ASPECT OF THE RELATIONSHIP BETWEEN YOU AND BNEA; (B) THIS EULA; OR (C) YOUR ACCESS TO AND USE OF THE GAME.  IT APPLIES REGARDLESS OF WHETHER SUCH CLAIMS ARE BASED IN CONTRACT, TORT, STATUTE, FRAUD, UNFAIR COMPETITION, MISREPRESENTATION, OR ANY OTHER LEGAL THEORY. 14.2. However, this Section does not apply to the following types of claims or disputes, which you or BNEA may bring in any court with jurisdiction: (i) claims of infringement or other misuse of intellectual property rights, including such claims seeking injunctive relief; and (ii) claims related to or arising from any alleged unauthorized use, piracy, or theft. 14.3. This Section does not prevent you from bringing your dispute to the attention of any federal, state, or local governme 601000,601050,601016,84876, 15. GOVERNING LAW.  Any dispute not subject to arbitration, or where no election to arbitrate has been made, will be decided by the state or federal court located in Santa Clara County, California, and you and BNEA agree to submit to the personal jurisdiction of that court.  Except as otherwise set forth herein, this EULA shall be governed by, and will be construed under, the laws of California and the United States of America, without regard to choice of law or conflict of law principles. The UN Convention on Contracts for the International Sale of Goods is expressly disclaimed."
601000,601050,601017,86054," 16. MISCELLANEOUS. If any provision of this EULA is held to be invalid or unenforceable, such provision shall be struck and the remaining provisions will remain in effect and be enforced as if the invalid or unenforceable provision were not contained in the EULA.  BNEA’s failure to act with respect to a breach by you or others does not waive its right to act with respect to subsequent or similar breaches.  You may not assign or transfer this EULA or your rights, and any attempt to the contrary is void.  This EULA sets forth the entire understanding and agreement between BNEA and you with respect to the subject matter."
601000,601050,601018,87310," If you have any questions concerning this EULA, you may contact BANDAI NAMCO Entertainment America Inc.’s customer service at http://www.bandainamcoent.com/company/support.html or at BANDAI NAMCO Entertainment America Inc., 2051 Mission College Boulevard, Santa Clara, California 95054,"USA.""
601000,601050,601019,87898," BANDAI NAMCO ENTERTAINMENT EUROPE DARK SOULS™ Ⅲ END USER LICENSE AGREEMENT (“EULA”) IMPORTANT - READ CAREFULLY:   This End User License Agreement (“EULA”) may be updated from time to time. Your continued use of this software after a revised version has been posted or communicated to you constitutes acceptance by you of its terms. THE BANDAI NAMCO ENTERTAINMENT VIDEO GAME YOU ARE USING (WHICH INCLUDES COMPUTER GAME, MEDIA, AND RELATED DOCUMENTATION IN PRINTED OR ELECTRONIC FORM) IS LICENSED TO YOU ON THE TERMS SET FORTH BELOW, WHICH CONSTITUTES A LEGAL AGREEMENT BETWEEN YOU AND BANDAI NAMCO ENTERTAINMENT EUROPE ("BNEE").  BY PLAYING THE VIDEO GAME (EITHER ON YOUR HOME CONSOLE OR ONLINE), AND/OR INSTALLING OR OTHERWISE USING THE GAME PROGRAM, YOU AGREE TO BE LEGALLY BOUND BY THE TERMS OF THIS AGREEMENT WITH BNEE. The Dark Souls Ⅲ Version, including without limitation any multi-player, online or downloadable portions thereof (the “Game”) is protected by the copyright laws of France, international copyright 601000,601050,601020,90786, 1. PRECONDITIONS OF THE LICENSE.  The grant of license as set forth in Section 2 below is specifically conditioned upon the following: a. You have accepted all of the terms in this EULA, and any additional terms as may be applicable to the Game you are playing, which is evidenced by your use of the Game; b. You have accepted all of the terms stipulated by Steam which is evidenced by your use of the Game; c. You will comply with all of the terms in this EULA until such time as you have completed and permanently terminated your use of the Game by deleting all aspects of the Game from your machine (e.g., account deletion, deletion of Game-related files, destruction of the physical media on which the copy of the Game in your possession exists, etc.); d. You will use the Game only on a single home video game entertainment system, running validly licensed copies of operating systems on which the Game was designed to operate (the “Hardware”); and e. You will refrain from using any hacks, cracks, bots, or third par 601000,601050,601021,93212, 2. LIMITED USE LICENSE.  BNEE grants you the non-exclusive, non-transferable, revocable, limited right and license to use one copy of the Game solely for your personal use with the Hardware.  Commercial use of the Game is prohibited.  To play the Game and/or access any online content related to the Game, you must have legally obtained the Game from BNEE, and all applicable or required Hardware and/or third party game to operate the Game and/or access any online, multi-player or download portion of the Game (which we do not provide).  You are responsible for paying all fees and taxes for any Hardware and other costs you may incur to access the Game, including internet service or other third party charges required to access any multi-player, online or downloadable portions of the Game (if applicable).  Neither this agreement nor use of the Game entitles you to any future releases of the Game, or to any expansions, sequels, or similar or ancillary products. BNEE may, in its sole discretion, change, modify, sus 601000,601050,601022,96152, 3. OWNERSHIP.  All intellectual property rights in and to the Game (including but not limited to video, audio and other content incorporated therein or later downloaded) and title to any and all copies thereof are owned by BNEE or its licensors, and you receive no right or interest therein other than the limited license in Section 2 hereof. You may not do any of the following: • Copy the Game except a single backup copy; • Sell, rent, lease, license, distribute or otherwise transfer or make the Game available to any other person, in whole or in part, or use the Game or any part thereof in any commercial context, including but not limited to use on a commercial website, or in a service bureau, "cyber cafe", computer gaming center or any other commercial location in which multiple users who have not each separately purchased the Game may access the Game program.  BNEE may offer a separate site license agreement to permit you to make the Game available for commercial use; see the contact information below; •  601000,601050,601023,99076, 4. SECURITY MEASURES/PROTECTIONS. Certain security measures may be required in order for you to make full use of the Game, including without limitation the requirement to register the Game with a serial code, the requirement to have continual access to the Internet; and/or the acceptance of security/digital rights management features.  Failure to accept the security measures may partially or completely impair your use of the Game. "
