IdMin,IdMax,Index,TableOffset,Text 
3400,3410,3400,12052,"Ancient sorcery of the lost land of Oolacile. Turns right weapon invisible. Not a simple augmentation, making it dependent on the skill of its caster.  An example of the capacity of Oolacile sorceries to control light."
3400,3410,3410,12492,"Ancient sorcery of the lost land of Oolacile. Turns body nearly invisible. Although perfect invisibility is unachievable due to the risk of dissipation, the caster need only stand still for a moment to blend in to environs with astounding camouflage.  "
3500,3550,3500,13004,"Ancient sorcery of the lost land of Oolacile. Cast a bright light upon surroundings. This light-producing sorcery is elementary but nonetheless demonstrates the achievements in mysticism of Oolacile. Such magic has not been developed even in Vinheim."
3500,3550,3510,13508,"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Masks all noises of caster. Effectively, Vinheim is controlled by the Dragon School, and it is no wonder that the town has its share of dark secrets."
3500,3550,3520,13970,"Sorcery used by playful sorcerers. Lure enemies away by creating a sound originating in the distance. This spell is not the first choice for serious sorcerers, but it has a surprising amount of applications, some of them extremely effective. "
3500,3550,3530,14458,"Ancient sorcery of the lost land of Oolacile. Repair equipped weapons and armor. This sorcery was a part of everyday life in Oolacile. Its effects resemble Repair Powder, which must have found its way into the culture of this lost land. "
3500,3550,3540,14936,"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Reduce damage and noise from fall. This sorcery, along with Hush, explains the extravagant cost of hiring Vinheim spooks.  "
3500,3550,3550,15348,"Ancient sorcery of the lost land of Oolacile. Transform into something inconspicuous. A separate stealth spell from Hidden Body. A skilled stealth sorcerer must be aware of his or her surroundings and of which objects are prime candidates for imitation. "
3600,3610,3600,15860,"Sorcery of the red-robed remedician. Ingward, guardian of the seal in New Londo Sacrifice humanity to undo curse. Abhorrent curses eat away at the core of one's very existence, and cleansing oneself of curses is no easy task indeed."
3600,3610,3610,16328,"Sorcery of the red-robed Yulva, one of the Sealers of New Londo. Reduce bleeding and poison build-up, and undo various poisonous effects. One of New Londo's unique healing sorceries. Perhaps she abandoned her Sealer duty to take her healing arts back to Blighttown."
3700,3700,3700,16862,"Sorcery developed by Logan during his infatuation with Seath the Scaleless. Emit crystal breath of Seath the Scaleless. Although it no longer causes curses, what madness caused old Big Hat to appropriate this frightful power of the ancient dragons?"
4000,4060,4000,17362,"Standard pyromancy of the Great Swamp. Hurl fireball. The fire damage caused by fireballs makes them effective against corporeal beasts and Undead, who by nature fear flame."
4000,4060,4010,17712,"Pyromancy which improves upon Fireball. Hurl fire orb. The flaming fire orb explodes upon impact, causing fire splash damage in a spectacle which seems to symbolize the strength of the fire-manipulating pyromancers."
4000,4060,4020,18146,"Ultimate fireball pyromancy. Hurl giant fireball. Salaman the Master Pyromancer, also called the Great Fireball after this spell, believed pyromancy was rooted in an adoration of fire. Those who acquire this spell usually agree. "
4000,4060,4030,18610,"Primal pyromancy taught by Quelana of Izalith. Erect fire pillars in vicinity. The storm of flame is indiscriminate, and incinerates all nearby life."
4000,4060,4040,18912,"Primal pyromancy of Quelana of Izalith. Erect giant fire pillars in vicinity. The tempestuous raging flames resemble those summoned by the Daughters of Chaos when they challenged the ancient dragons and scorched the very earth."
4000,4060,4050,19370,"Pyromancy foreign to the Great Swamp. Create a surge of flame from palm of hand. Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
4000,4060,4060,19864,"Primal pyromancy taught by Quelana of Izalith. Sweep foes with fire whip. The root pyromancy of Combustion, but much more difficult to wield."
4100,4110,4100,20150,"Elementary pyromancy. Create powerful flame in hand. One of the most basic pyromancies. For this very reason, the flame thus created is fierce."
4100,4110,4110,20440,"Pyromancy which improves upon Combustion. Create powerful, giant flame in hand. Great Combustion creates a powerful flame, but many sorcerers mock the simplicity of this spell."
4200,4220,4200,20796,"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create poison mist. Eingyi became an egg-bearing Undead who serves a deformed young girl who speaks an unintelligible tongue."
4200,4220,4210,21212,"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create intense poison mist. Why was Eingyi driven from the Great Swamp? One only need cast this pyromancy, a perverse diversion from the art of fire, to find out."
4200,4220,4220,21702,"Pyromancy foreign to the Great Swamp. Emit acid which corrodes weapons and armor. Not all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
4300,4320,4300,22198,"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Iron flesh boosts defense and resilience. Use of this pyromancy requires caution, as the caster becomes exceedingly heavy and unable to move freely."
4300,4320,4310,22666,"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Intense sweating reduces flame damage. Carmina, the most accomplished pupil of Salaman the Master Pyromancer, pioneered new directions for the art of pyromancy."
4360,4360,4360,23158,"Advanced pyromancy of Quelana of Izalith. Charm Undead and gain temporary allies. The living are lured by flame, and this relationship is part and parcel to the art of pyromancy. Can be used by either gender."
4400,4400,4400,23578,"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Short strength/endurance boost, but lose HP. Excessive power eats away the life-force of its caster, and like all dangerous spells, Power Within was kept secret for eons."
4500,4520,4500,24090,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Hurl giant chaos fireball, which changes strength depending on humanity. The Flame of Chaos can melt stone, producing a short-lived lava glob."
4500,4520,4510,24542,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Erect localized chaos fire pillars which change strength depending on humanity. The Witch of Izalith, in an ambitious attempt to copy the First Flame, created instead the Flame of Chaos, a twisted bed of life."
4500,4520,4520,25128,"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Sweep foes with chaos fire whip which changes strength depending on humanity. The fire whip was wielded by the eldest of the Daughters of Chaos."
5000,5050,5000,25584,"Elementary miracle cast by clerics. Restores HP. To cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations. Heal is the shortest of such miraculous tales."
5000,5050,5010,25996,"Great miracle cast by advanced clerics. Restores high HP. Great Heal is a long tale, only learned by a select few. No caster will be disappointed by the bountiful life that it yields."
5000,5050,5020,26366,"Great miracle cast by advanced clerics. Restores high HP. Great Heal Excerpt borrows from only several verses of Great Heal. As a result, it can only be cast a stark few times."
5000,5050,5030,26722,"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Restores high HP for self and vicinity. The miracles of Gwynevere, the princess  cherished by all, grant their blessing to a great many warriors."
5000,5050,5040,27164,"Common miracle amongst cleric knights. Gradual HP restoration. Beware of the cleric knight blessed by Replenishment, for he shall not fall easily."
5000,5050,5050,27460,"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Gradual HP restoration for self and vicinity. The miracles of Gwynevere, the princess  cherished by all, grant their blessing to a great many warriors."
5100,5110,5100,27914,"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity. Nito sleeps deep within the Giant Catacombs, quietly overseeing all death, and waiting for his servants to usher in the Eye of Death."
5100,5110,5110,28412,"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity. Many have died, and many eyes were claimed to realize the Greatsword Dance, a Gravelord ritual known only by his closest servants."
5200,5210,5200,28904,"Lost miracle, foreign to the Way of White While active, no losses incurred upon death The Way of White recognizes death itself, but admonishes the Undead. It is for this very reason that this miracle was lost."
5200,5210,5210,29326,"Great miracle cast by advanced clerics. Return to last bonfire rested at. Would normally link to one's homeland, only the curse of the Undead has distorted its power, redirecting casters to a bonfire. Or perhaps for Undead, this serves as home? "
5300,5320,5300,29820,"Common miracle amongst cleric knights. Create shockwave. This quickly-acting miracle inflicts no damage, but propels foes back and defends against arrows. Cleric knights use this miracle when charging into enemy mobs.  "
5300,5320,5310,30266,"Primal form of Force. Create powerful shockwave. Wrath of the Gods was an epic tale that tattered over time and devolved into the modern Force. This primal form of Force emits a shockwave that also inflicts damage."
5300,5320,5320,30698,"Outland miracle, foreign to the Way of White. Emit shockwave. Considered an alternate branching of Force. Emits an expanding shockwave orb."
5400,5400,5400,30980,"Miracle of clerics on an Undead mission. Display more guidance from other worlds. Guidance facilitates communication between Undead, but their value varies greatly. A balance of faith and wisdom is required."
5500,5520,5500,31398,"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl lightning spear. Lightning spears inflict rare lightning damage, and are very effective against magic, fire, and most of all, dragons."
5500,5520,5510,31824,"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl giant lightning spear. The weapon of the God of War, who inherited the sunlight of Lord Gwyn, but had respect only for arms, and nothing else."
5500,5520,5520,32266,"Miracle born from the fading soul of Gwyn. Hurl sunlight spear. In the war that marked the dawn of the Age of Fire, Gwyn wielded these rays of sunlight, which remain fierce even as they fade."
5600,5610,5600,32652,"Miracle of Bishop Havel the Rock. Cover body in defensive magic coating. This coating greatly boosts magic defense, assisting warriors who must face the magic which Bishop Havel countered so proficiently."
5600,5610,5610,33064,"Miracle of Bishop Havel the Rock. Cover body in powerful def. magic coating. Havel the Rock, an old battlefield compatriot of Lord Gwyn, was the sworn enemy of Seath the Scaleless. He despised magic, and made certain to devise means of counteraction."
5700,5710,5700,33568,"Miracle of the black-haired witch Velka. Temporary auto counter vs. heavy damage. For each sin there is a punishment, and it is the task of Goddess Velka to define the sin, and mete out the punishment."
5800,5810,5800,33974,"Outland miracle, foreign to the Way of White. Slows all walking within effect area. This miracle is normally used to flee, as it slows walking but does not affect attacks, but nevertheless defines peace perfectly."
5800,5810,5810,34404,"Secret rite of the black-haired witch Velka. Prevents casting of magic within effect area. Velka, the Goddess of Sin, is a rogue deity, but she is versed in arts both new and old, and is considered to have a great range of influence even as gods are concerned."
5900,5910,5900,34928,"Miracle wielded by Lord Gwyn's firstborn. Boost right weapon with rays of Sun. The power of sunlight, manifested as lightning, is very effective against dragons. When the eldest son was stripped of his deific status, he left this on his father's coffin, perhaps as a final farewell."
5900,5910,5910,35496,"Miracle granted to those bound by covenant to Gwyndolin, Lord Gwyn's lastborn. Boost right weapon with rays of Darkmoon. The power of the rays of the Darkmoon are manifested in vengeance, and the deeper the animus, the more devastating the attack."
1200000,1200000,1200000,35994,"Variation of Soul Arrow developed by sorcerers of the Undead Legion of Farron. Fire a soul dart. Well known among the Farron sorceries, it is learned far and wide due to its ease of use."
1210000,1210000,1210000,36372,"Sorcery which improves upon Farron Dart. Fires a more powerful soul dart. Entrusted to the leader of the Legion's acolytes, and apparently a sorcery of his daughter, Heysel, that was refined by a Crystal Sage."
1300000,1300000,1300000,36794,"Elementary sorcery. Fires a soul arrow. To use sorceries, equip a staff and attune a sorcery at a bonfire."
1301000,1301000,1301000,37010,"Sorcery which improves upon Soul Arrow. Fires a more powerful soul arrow. Many sorceries inflict magic damage, making them effective against iron armor, tough scales, and other physically resilient materials."
1302000,1302000,1302000,37430,"Elementary, yet practical sorcery from long ago. Fires a heavy soul arrow. Offers greater power but slower casting time, entailing a vulnerability that makes this sorcery trickier to handle."
1303000,1303000,1303000,37814,"Sorcery which improves upon Heavy Soul Arrow. Fires a more powerful heavy soul arrow. Sorceries are a logical discipline; their strength influenced by the caster's intelligence."
1304000,1304000,1304000,38172,"Sorcery developed by Big Hat Logan, the great sorcerer who left the Dragon School in an age long past. Releases a homing soulmass. This sorcery may offer a clue as to what Logan sought, but further investigation suggests its attraction to living things mirrors the nature of the dark."
1305000,1305000,1305000,38746,"Sharpens Homing Soulmass via crystallization. Releases a homing crystal soulmass. Crystal soulmass has piercing qualities. According to the Crystal Sages, old Big Hat achieved enlightenment within the Regal Archives, where he came to find the quintessence of sorcery in the facets of a certain crystal."
1306000,1306000,1306000,39356,"Sorcery developed by Big Hat Logan, the great sorcerer who left the Dragon School in an age long past. Fires a soul spear. The spear boasts superior penetrating power, and is testament to Logan's strength in battle,"
1307000,1307000,1307000,39792,"Further sharpens Soul Spear via crystallization. Fires a piercing crystal soul spear.  According to the Crystal Sages, old Big Hat achieved enlightenment within the Regal Archives, where he came to find the quintessence of sorcery in the facets of a certain crystal."
1308000,1308000,1308000,40330,"Sorcery of Archdeacon Royce and his deacons, said to have been imparted to them by McDonnell of the Boreal Valley. Fires dark soul dregs. Souls which swell from the deep pursue their target, drawn towards life."
1309000,1309000,1309000,40756,"Sorcery which improves upon Deep Soul. Fires powerful darkened soul dregs. Archdeacon McDonnell, a sorcerer himself, delighted in the cathedral's stagnating souls. For him, they represented the glorious bedrock of this world."
1310000,1310000,1310000,41210,"Sorcery for casters who wield swords. Reinforces right weapon with magic. The power of the sorcerer-swordsmen of Vinheim is predicated upon this and Magic Shield. Many warriors learn sorcery just for this enchantment."
1311000,1311000,1311000,41648,"Sorcery which improves upon Magic Weapon. Greatly reinforces right weapon with magic. Only sorcerer-swordsmen with special duties are permitted the use of this spell. The azure blade is said to cut down heavily armored knights with ease."
1312000,1312000,1312000,42126,"Further sharpens Magic Weapon via crystallization. Reinforces right weapon with crystal. After much experimentation, Logan found the crystal medium facilitated a stronger bond between weapon and soul."
1330000,1330000,1330000,42530,"Sorcery for casters who wield swords. Reinforces left shield with magic. Shields augmented by magic have higher stability and damage absorption. Even the smallest of shields can be toughened considerably with the use of this spell."
1331000,1331000,1331000,42998,"Sorcery which improves upon Magic Shield. Greatly reinforces left shield with magic. Only sorcerer-swordsmen with special duties are permitted the use of this spell, which temporarily grants even the smallest of shields fortitude more akin to that of a greatshield."
1340000,1340000,1340000,43532,"Lost sorcery from Oolacile, land of ancient golden sorceries. Turns right weapon invisible. The weapon itself undergoes no inherent changes. Effective use of this, like any tool, perhaps, is reliant upon the ingenuity of its caster."
1341000,1341000,1341000,44000,"Lost sorcery from Oolacile, land of ancient golden sorceries. Turns body nigh on invisible. Although perfect invisibility is unachievable due to the risk of dissipation, the caster need only stand still for a moment to blend in to environs with astounding camouflage."
1350000,1350000,1350000,44538,"Lost sorcery from Oolacile, land of ancient golden sorceries. Casts a light to illuminate surroundings. This light-producing magic is elementary but nonetheless demonstrates the pure nature of golden sorceries; the likes of which have not been developed even at the Dragon School."
1351000,1351000,1351000,45102,"A sorcery that facilitates surreptitious activity. Reduces the sound made by its caster. The eastern land of Mirrah is not only the home of proud knights. There is also a traditional order of shadow knights, who quietly carry out unspeakable tasks."
1353000,1353000,1353000,45602,"Lost sorcery from Oolacile, land of ancient golden sorceries. Repairs equipped weapons and armor. Includes weapons with exhausted durability. While the effects of this spell are rather subtle, its foundations are a well-guarded secret. Light is time, and the reversal of its effects is a forbidden art."
1354000,1354000,1354000,46212,"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Masks noises of the caster and prevents fall damage. Their mastery of this sorcery alone allows Vinheim spooks to demand handsome payment for their services. "
1355000,1355000,1355000,46694,"Lost sorcery from Oolacile, land of ancient golden sorceries. Transforms into something inconspicuous. Far from formally developed, this magic was instead born from the mischief of a young girl who sought relief from the solitude of the woods at dusk."
1356000,1356000,1356000,47200,"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Distracts foes with a distant sound. The sound carries with it a strangely infectious resonance that may cause one to stray from their post and expose their back."
1370000,1370000,1370000,47690,"Sorcery of the deluded Consumed King Oceiros. Emits crystal breath of Seath the Scaleless. Crystal breath has piercing qualities. Seath's research seemed to strike a chord with old Big Hat who, in his mad, disrobed state, made divine works such as this, his own. Oceiros was no doubt edified by this."
1372000,1372000,1372000,48296,"Sorcery which improves upon Farron Dart. Fires a cascade of soul darts. Entrusted to the leader of the Legion's acolytes, and apparently a sorcery of his daughter, Heysel, that was refined by a Crystal Sage."
1373000,1373000,1373000,48714,"Unique sorcery developed by extraordinary preacher twins known as the Crystal Sages. Casts a cascade of small crystal soulmasses from above. Crystal soulmasses have piercing qualities. In a pact said to have been formed long ago, one of the Sages allied with the Undead Legion in order to train the sorcerers of Farron."
1374000,1374000,1374000,49358,"Sorcery developed primarily for sorcerer-swordsmen. Attacks with a greatsword formed from souls. The ephemeral blade only exists as an extension of the caster, but its power is said to rival that of physical greatswords. Even the most obstinate magic purists may resort to this spell in times of crisis."
1375000,1375000,1375000,49968,"Alteration of Soul Greatsword developed by sorcerers of the Undead Legion of Farron. The Legion has a tendency to emphasize speed over power, and this practical alteration of an existing sorcery is no exception."
1603000,1603000,1603000,50394,"A forbidden dark sorcery. Casts a dark manifestation of humanity. It appears to be an expression of envy, or perhaps love towards another, that will tenaciously pursue its target. Even if, like so many human desires, it amounts to nothing but misfortune."
1613000,1613000,1613000,50906,"A forbidden dark sorcery. Strikes with blade formed of humanity's darkness. Passed from mother to daughter, this blade was intended for both protection and as a means of taking one's own life. The young girl never swung it more than once."
1620000,1620000,1620000,51386,"Sorcery imparted by the first of the Scholars, when Lothric and the Grand Archives were but young. Fires a torrential volley of souls. The first of the Scholars doubted the linking of the fire, and was alleged to be a private mentor to the Royal Prince."
1651000,1651000,1651000,51898,"Lost sorcery from Oolacile, land of ancient golden sorceries. Distorts light in order to deflect magic. A closely-guarded light manipulation spell that contorts the very fabric of fundamental laws, negating magic by denying its claim to physicality. "
1740000,1740000,1740000,52402,"Highly dangerous sorcery employed by Dragon School spooks. Only taught to trusted members. Releases mercury that eats away at HP. Beware, as the caster is not immune to its effect. A body caught in the silent mercury cloud lies still, while the face twists in a tortured scream. The names of these learned sorcerers became feared for this gruesome spectacle."
2400000,2400000,2400000,53124,"Elementary pyromancy that is often the first learned. Hurls a fireball. To use pyromancies, equip a pyromancy flame and attune a pyromancy at a bonfire."
2402000,2402000,2402000,53432,"The signature flame-manipulating spell common to pyromancers. Hurls a giant fire orb. The blazing fire orb explodes on impact, dealing fire damage to the surrounding area. They say that once a pyromancer learns this spell, their understanding of the flame deepens, together with a yearning for it."
2403000,2403000,2403000,54032,"Primal pyromancy taught by Quelana, a daughter of the Witch of Izalith. Surrounds the caster with multiple pillars of flame. The raging storm is indiscriminate; such is the intrinsic horror of the flame."
2405000,2405000,2405000,54444,"Pyromancy of Cornyx of the Great Swamp. Emits a constant stream of fire. Cornyx is a venerable pyromancer of an older mold, said to have restored a number of spells lost to the past, amongst which this is the most well-known."
2406000,2406000,2406000,54898,"An ancient, primal pyromancy. Sweep foes with a whip-like flame. One of the original pyromancies. Effective use of it demands agile footwork, making it a difficult spell for most."
2407000,2407000,2407000,55260,"Pyromancy discovered from the Abyss by High Lord Wolnir that inspired the black arts of the grave wardens. Releases undulating black flames that trace the ground. Be it sorcery or pyromancy, all techniques that infringe on humanity lead to the same place. That is to say, they all seek a will of their own."
2410000,2410000,2410000,55878,"An elementary spell for new pyromancers. Releases flame in front of the caster. The simplest pyromancy of all, but surprisingly effective."
2411000,2411000,2411000,56158,"Pyromancy which improves upon Combustion. Creates a powerful, giant flame in hand. A very powerful, yet simple spell to use. Pyromancy is to at once know fear and longing, the resultant power of which depends on both the caster's intelligence and faith."
2420000,2420000,2420000,56670,"Unique pyromancy crafted by Eingyi, a heretic inhabiting the Great Swamp long ago. Creates a poison mist. Eingyi was driven from the Great Swamp, however his pyromancy continues to succeed him. Perhaps dwellers of the Great Swamp were reminded that their very existence is one rooted in heresy."
2421000,2421000,2421000,57264,"Unique pyromancy of Eingyi that never gained currency in the Great Swamp. Creates an intense poison mist. Driven from the Great Swamp, they say that at the end of his journey, Eingyi happened upon a virulent poison and a young lady."
2422000,2422000,2422000,57734,"Pyromancy of Carthus of the Sands. Emits an acid which corrodes weapons and armor. Carthus' swordsmen attached great value to victory, and would not shun the use of such pyromancies. For where is the honor in death and scoured bones?"
2430000,2430000,2430000,58204,"Pyromancy that internalizes flame. Iron flesh boosts damage absorption and resistance, but significantly increases weight. Not advisable for walking in marshlands, perhaps resulting in its obsolescence in the Great Swamp."
2431000,2431000,2431000,58652,"Unique pyromancy of the Great Swamp associated with Carmina. Intense sweating increases fire damage absorption. An influential pyromancy that internalizes flame, likely forming the foundation for many subsequent spells."
2435000,2435000,2435000,59096,"Pyromancy of Carthus of the Sands. Reinforces right weapon with flame. Warriors of Carthus favored supplemental pyromancies such as this, which was used to enhance the curved blades of its swordsmen."
2436000,2436000,2436000,59498,"Advanced pyromancy of Quelana, a daughter of the Witch of Izalith. Charms the enemy, making them a temporary ally. The living are lured by flame, and this tendency is elemental to the art of pyromancy."
2440000,2440000,2440000,59906,"Forbidden pyromancy amongst those who internalize flame. Temporarily boosts attack, but gradually lose HP. A pyromancer fears the flame. However, this fear subsides once it is accepted as a substitute for strength."
2450000,2450000,2450000,60340,"Art of the Flame of Chaos, from Ancient Izalith. Hurls a great chaos fire orb. Chaotic flame melts even great boulders, and creates a brief surge of molten lava on impact.  The Witch of Izalith and her daughters birthed the Flame of Chaos, but it devoured them along with their home."
2451000,2451000,2451000,60912,"Art of the Flame of Chaos, from Ancient Izalith. Erects multiple chaos fire pillars in vicinity. Chaotic flame melts even great boulders, and creates a brief surge of molten lava on impact.  The all-engulfing Chaos Flame eventually formed a tumultuous seedbed, which birthed the twisted things known as Demons."
2452000,2452000,2452000,61538,"Primal pyromancy taught by Quelana, daughter of the Witch of Izalith. Sweeps foes with a fire whip. The caster manipulates the flames at will, making this an extremely difficult spell to use. Pyromancy is at once the knowledge of controlling flame, and the knowledge that control is impossible."
2453000,2453000,2453000,62132,"Pyromancy discovered by grave wardens after High Lord Wolnir fell to the Abyss. Creates a giant, black flame in hand Black flames born from the Abyss bear no shadow. They are said to be the impenetrable fires of humanity."
2455000,2455000,2455000,62580,"Pyromancy deriving from the Profaned Flame. Engulfs foes at range and burns them to ashes. The Profaned Capital was consumed by fire after Yhorm the Giant became a Lord of Cinder. The fire, born of the sky, is said to have incinerated naught but human flesh."
2456000,2456000,2456000,63102,"Traces of the tumultuous seedbed that birthed the beings known as Demons. Hurls chaos flame that scorches vicinity. Demons born from fire bore its smoldering essence and perished soon after. Man shares this rapport with the flames to this day."
2470000,2470000,2470000,63594,"Peculiar pyromancy of the Mound-makers. Creates a gentle flame that restores HP on touch. They feared separation from the gods and sought a familial bond, perhaps leading to the creation of this flame of harmony."
2562000,2562000,2562000,64022,"Advanced pyromancy that internalizes flame, associated with Carmina. Profuse sweating temporarily boosts resistance to bleeding, poison, frost and curses. The yellowish sweat cures all kinds of ailments."
2600000,2600000,2600000,64434,"A hex modified from an old sorcery by Gilleah, the father of Hexing. Fires a heavy orb of darkness. To use hexes, equip a sacred chime or staff, and attune a hex at a bonfire. Required equipment depends on hex. Catalyst: staff"
2610000,2610000,2610000,64892,"Pyromancy discovered by grave wardens after High Lord Wolnir fell to the Abyss. Hurls a black fireball. The black flame inflicts dark damage, striking targets with weighty force."
2620000,2620000,2620000,65254,"Pyromancy of old restored by Cornyx. One of the Great Swamp's more advanced spells. Hurls an exploding fireball. A rare technique that undergoes change after leaving the caster's hand, making this a spell renowned for its difficulty."
2630000,2630000,2630000,65726,"Art of a stray demon of stifled flame. Spews a boulder from one's mouth. The boulder is heavy, but shatters easily."
2640000,2640000,2640000,65962,"Pyromancy taught amongst savages. Flame burrows inside foes and ignites. Originally used in a ceremony for cleansing sacrificial impurities, thereby lending the spell its name. As barbaric as it seems, this may in fact be quite fitting for the savage pyromancers who consider themselves servants of the divine."
2650000,2650000,2650000,66588,"The most obscure pyromancy developed in Carthus of the Sands. Damage increases with consecutive attacks. Carthus's aggression has been likened to an uncontrollable fire, and since ancient times its beacon has been used as a signal for war."
3490000,3490000,3490000,67072,"Miracle imparted as charity to those of little faith. A show of tolerance from the Way of White. Slightly restores HP. To use miracles, equip a talisman or sacred chime and attune a miracle at a bonfire."
3500000,3500000,3500000,67484,"Elementary miracle cast by clerics. Restores HP for self and those in the vicinity. To use miracles, equip a talisman or sacred chime and attune a miracle at a bonfire."
3501000,3501000,3501000,67824,"Miracle superior to Heal. Restores moderate HP for self and those in the vicinity. Miracles are fruit of the study of divine tales, a blessing received from the gods through acts of prayer. Miracle strength depends on the caster's faith."
3502000,3502000,3502000,68302,"Glorious miracle used by high-ranking clerics. Restores a large amount of HP for self and those in the vicinity. Only a select few have learned to recite this epic tale in its entirety, but those who do are amply rewarded. "
3503000,3503000,3503000,68752,"Special miracle granted to the maidens of the Princess of Sunlight. Restores a large amount of HP for self and those in the general area. The miracles of Gwynevere, the princess cherished by all, bestow their blessing on a great many warriors."
3504000,3504000,3504000,69244,"Miracle once cherished by cleric knights. Gradually restores HP. Replenishment is a relic of the old Lloyd faith, whose cleric knights were unfaltering in battle."
3505000,3505000,3505000,69572,"Special miracle granted by the Princess of Sunlight. Gradually restores a large amount of HP for self and those in the vicinity. The miracles of Gwynevere, loved as both mother and wife bestow their blessing on a great many warriors."
3507000,3507000,3507000,70044,"Miracle taught to knights by Gertrude, holy maiden to the Queen. Gradually restores a large amount of HP. The Heavenly Daughter is said to be the Queen's child."
3508000,3508000,3508000,70370,"Miracle taught by Morne, the Archbishop's apostle. Cures bleeding, poison and frost for self and those in the vicinity. Caressing Tears is a tale of the many deaths surrounding the goddess Caitha, of whom Morne was a known follower."
3513000,3513000,3513000,70840,"A micracle that causes distress only to those that have turned hollow. To hollows, there is no greater affliction than the temptation of death. To them, this agony transcends imagination."
3520000,3520000,3520000,71218,"Miracle taught by Morne, the Archbishop's apostle. Grants one chance to endure when HP reaches 0 Intended to grant the dying a few moments for a final farewell. Tears are shed for the sake of the living, more so than the deceased."
3521000,3521000,3521000,71684,"Miracle taught to traveling clerics. Returns caster to the last bonfire used for resting,  or to the bonfire in the shrine. It would normally link to one's homeland, only the curse of the Undead has twisted its power, redirecting casters to a bonfire. Perhaps for Undead, the bonfire serves as home."
